date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2024-03-29,Australia,Port Kembla,Gangavaram,Fertilizer,190778,Capesize,169550,4366,14.4,716.12,0.427,0.447,38.7,19,243.21,31.31,5973259.18,87.99
2024-03-29,South Africa,Richards Bay,Krishnapatnam,Iron Ore Pellets,92451,Panamax,80191,5275,19.5,657.19,0.398,0.251,46.9,23,138.58,32.98,3049033.98,68.87
2024-03-29,Australia,Port Kembla,Krishnapatnam,Gypsum,180092,Post-Panamax,95366,4396,15.6,697.49,0.489,0.205,49.8,3,23.9,34.2,6159146.4,79.43
2024-03-29,Canada,Vancouver,Kamarajar,Corn,25636,VLOC,312983,10252,43.4,764.87,0.625,0.561,78.1,16,260.61,44.21,1133367.56,28.28
2024-03-29,Canada,Quebec,Paradip,Fertilizer,249965,Supramax,55837,10424,35.5,605.83,0.454,0.385,47.1,16,213.3,43.68,10918471.2,91.63
2024-03-29,USA,Houston,Chennai,Coking Coal,42281,Capesize,169770,9524,36.8,638.1,0.728,0.627,51.1,4,138.96,44.32,1873893.92,30.67
2024-03-29,Canada,Prince Rupert,Kamarajar,Alumina,237497,Newcastlemax,209772,10210,32.0,521.95,0.434,0.488,33.5,18,230.16,42.61,10119747.17,92.43
2024-03-29,Vietnam,Cam Pha,Visakhapatnam,Alumina,243275,Handysize,20747,2380,8.8,767.56,0.62,0.656,66.1,8,316.97,34.14,8305408.5,91.25
2024-03-29,Australia,Dalrymple Bay,Kamarajar,Iron Ore,237838,Small Handy,29798,4234,16.3,693.18,0.433,0.356,52.3,37,112.28,33.18,7891464.84,109.99
2024-03-30,South Africa,Saldanha Bay,Visakhapatnam,Manganese Ore,85766,Handysize,39058,5397,19.6,568.08,0.418,0.623,37.4,21,169.95,33.12,2840569.92,55.77
2024-03-30,USA,New Orleans,Krishnapatnam,Nickel Ore,96280,Newcastlemax,182077,9496,30.1,601.32,0.465,0.318,28.8,22,57.65,38.62,3718333.6,60.63
2024-03-30,Australia,Dalrymple Bay,Krishnapatnam,Sugar,152321,Supramax,51913,4576,19.3,653.67,0.685,0.58,74.2,10,528.77,37.2,5666341.2,61.49
2024-03-30,Australia,Gladstone,Gangavaram,Soybean,276071,Panamax,78061,4434,17.7,731.95,0.253,0.179,4.0,7,375.13,31.53,8704518.63,103.3
2024-03-30,Colombia,Cartagena,Paradip,Gypsum,30474,Ultramax,61928,9203,35.7,574.87,0.498,0.322,50.8,5,33.46,39.98,1218350.52,31.84
2024-03-30,USA,Houston,Visakhapatnam,Thermal Coal,22287,Kamsarmax,82516,9422,32.2,542.62,0.687,0.182,89.1,38,96.2,41.36,921790.32,53.7
2024-03-30,Australia,Port Kembla,Visakhapatnam,Nickel Ore,135119,Ultramax,69654,4105,15.1,594.09,0.357,0.352,36.4,30,86.16,32.72,4421093.68,85.18
2024-03-30,Colombia,Puerto Bolivar,Krishnapatnam,Soybean,154303,Supramax,61750,9638,32.8,470.63,0.554,0.674,38.6,11,461.29,40.65,6272416.95,67.28
2024-03-30,Vietnam,Cam Pha,Kamarajar,Manganese Ore,108000,Supramax,61691,2640,10.2,789.35,0.689,0.723,75.2,23,175.38,30.67,3312360.0,64.75
2024-03-30,Australia,Newcastle,Chennai,Iron Ore,157645,Small Handy,23637,4385,16.4,652.04,0.748,0.714,49.0,14,135.0,35.65,5620044.25,65.44
2024-03-30,Mozambique,Maputo,Chennai,Petcoke,250391,Newcastlemax,200990,5157,19.9,511.74,0.585,0.293,54.4,11,88.53,33.9,8488254.9,94.47
2024-03-30,USA,Houston,Chennai,Manganese Ore,235118,VLOC,238884,9732,32.5,482.92,0.558,0.53,62.9,3,193.81,39.67,9327131.06,68.16
2024-03-30,Australia,Port Hedland,Krishnapatnam,Nickel Ore,209754,Small Handy,19480,4720,18.8,595.56,0.298,0.443,31.6,4,54.3,32.6,6837980.4,73.85
2024-03-30,Brazil,Itaguai,Gangavaram,Rock Phosphate,75674,Kamsarmax,80991,8757,30.8,604.45,0.302,0.394,40.7,4,177.29,36.31,2747722.94,54.39
2024-03-30,South Africa,Saldanha Bay,Chennai,Petcoke,229112,Newcastlemax,194239,5575,21.2,740.9,0.494,0.485,24.6,35,90.86,36.46,8353423.52,112.54
2024-03-31,Australia,Newcastle,Kakinada,Sugar,205487,Post-Panamax,89192,4285,14.7,463.97,0.455,0.409,70.5,21,478.46,29.6,6082415.2,85.8
2024-03-31,South Africa,Durban,Kakinada,Petcoke,11950,Handysize,22549,5466,22.6,643.25,0.558,0.292,67.0,31,106.87,35.06,418967.0,49.1
2024-03-31,South Africa,Richards Bay,Visakhapatnam,Sugar,99347,Kamsarmax,77171,5133,21.5,796.69,0.466,0.423,54.3,7,518.19,35.05,3482112.35,52.61
2024-03-31,Canada,Vancouver,Kamarajar,Coking Coal,295825,Newcastlemax,187164,10282,34.8,571.79,0.39,0.427,20.1,6,170.16,39.88,11797501.0,94.86
2024-03-31,South Africa,Richards Bay,Chennai,Soybean,110923,Supramax,60864,5511,18.9,500.62,0.515,0.134,55.9,4,440.72,32.97,3657131.31,60.45
2024-03-31,South Africa,Durban,Visakhapatnam,Soybean,25672,VLOC,303248,5252,20.7,599.77,0.564,0.279,45.6,19,419.53,34.39,882860.08,41.42
2024-03-31,Brazil,Tubarão,Visakhapatnam,Coking Coal,211929,Ultramax,64409,8696,32.6,689.63,0.502,0.658,50.7,31,128.89,42.55,9017578.95,92.46
2024-03-31,Vietnam,Vung Tau,Gangavaram,Bauxite,235832,Supramax,59630,2670,10.9,523.54,0.487,0.646,55.1,11,67.59,27.22,6419347.04,90.89
2024-03-31,Australia,Newcastle,Dhamra,Iron Ore,90672,Handysize,24066,3962,14.3,778.96,0.43,0.394,13.8,33,109.12,33.19,3009403.68,81.67
2024-03-31,Australia,Hay Point,Kakinada,Sugar,290950,Ultramax,64151,4393,18.3,631.66,0.287,0.578,36.2,3,476.97,29.68,8635396.0,101.59
2024-03-31,Canada,Vancouver,Krishnapatnam,Iron Ore,34285,Supramax,63475,10278,39.1,781.04,0.379,0.623,31.2,10,91.21,44.45,1523968.25,29.29
2024-03-31,USA,Houston,Krishnapatnam,Fertilizer,186739,Panamax,83677,9664,33.7,543.25,0.441,0.375,47.9,7,201.17,41.01,7658166.39,72.95
2024-03-31,Colombia,Cartagena,Paradip,Soybean,90222,Newcastlemax,181767,9144,33.3,687.99,0.361,0.175,41.5,8,483.22,39.31,3546626.82,39.56
2024-04-01,Indonesia,Taboneo,Chennai,Petcoke,228194,Supramax,53820,3361,11.5,456.67,0.778,0.615,69.6,34,124.59,31.8,7256569.2,99.08
2024-04-01,Indonesia,Balikpapan,Gangavaram,Iron Ore,113505,Kamsarmax,84083,3262,12.0,450.75,0.321,0.322,14.3,40,127.77,24.72,2805843.6,83.43
2024-04-01,Indonesia,Taboneo,Kamarajar,Soybean,41489,Capesize,159792,3138,10.2,628.47,0.61,0.168,61.2,31,364.11,30.31,1257531.59,55.62
2024-04-01,Brazil,Tubarão,Krishnapatnam,Manganese Ore,115160,VLOC,361239,8951,31.7,796.55,0.333,0.487,35.9,13,126.37,41.22,4746895.2,63.99
2024-04-01,Australia,Port Kembla,Gangavaram,Manganese Ore,57365,Panamax,77838,4535,15.8,795.15,0.172,0.164,25.7,34,157.89,29.68,1702593.2,64.43
2024-04-01,Indonesia,Balikpapan,Krishnapatnam,Corn,280365,Small Handy,15981,3137,13.2,763.33,0.396,0.721,44.4,12,178.01,32.92,9229615.8,97.8
2024-04-01,Australia,Port Hedland,Kakinada,Alumina,113985,Small Handy,28159,4549,18.1,793.43,0.424,0.671,46.4,2,278.39,34.74,3959838.9,45.36
2024-04-01,Russia,Vostochny,Gangavaram,Manganese Ore,137008,Post-Panamax,92390,3742,13.9,583.72,0.345,0.37,45.5,27,198.96,28.76,3940350.08,92.57
2024-04-01,Vietnam,Cam Pha,Kamarajar,Iron Ore,111361,Newcastlemax,205183,2716,10.4,601.38,0.549,0.73,23.4,2,81.97,28.87,3214992.07,51.3
2024-04-01,Brazil,Santos,Krishnapatnam,Bauxite,75443,Post-Panamax,91402,8700,32.1,777.06,0.341,0.379,42.8,4,68.68,40.11,3026018.73,50.16
2024-04-01,Mozambique,Maputo,Paradip,Petcoke,21075,Kamsarmax,80573,4697,16.2,647.33,0.438,0.684,43.7,35,127.0,31.41,661965.75,49.36
2024-04-01,Canada,Prince Rupert,Chennai,Limestone,24828,VLOC,263206,10054,41.4,705.06,0.598,0.584,58.2,33,29.9,43.13,1070831.64,41.19
2024-04-01,South Africa,Richards Bay,Visakhapatnam,Wheat,126308,VLOC,362263,5072,17.5,621.88,0.683,0.659,79.8,19,180.8,34.74,4387939.92,58.49
2024-04-02,South Africa,Durban,Paradip,Gypsum,92944,Small Handy,27885,5183,22.8,634.77,0.344,0.569,17.3,19,20.94,34.72,3227015.68,49.41
2024-04-02,Canada,Vancouver,Krishnapatnam,Thermal Coal,258186,Panamax,75641,10335,38.2,548.97,0.513,0.223,43.3,4,65.4,41.74,10776683.64,85.69
2024-04-02,Canada,Prince Rupert,Kamarajar,Thermal Coal,186718,Ultramax,60039,10075,41.1,658.33,0.575,0.325,35.6,11,84.66,44.45,8299615.1,72.03
2024-04-02,Australia,Newcastle,Krishnapatnam,Thermal Coal,259345,Capesize,124203,4639,14.9,699.58,0.558,0.297,52.2,38,99.64,30.77,7980045.65,118.13
2024-04-02,Mozambique,Beira,Visakhapatnam,Gypsum,38583,Post-Panamax,91882,4882,18.9,656.27,0.616,0.704,58.8,24,40.89,36.35,1402492.05,47.51
2024-04-03,South Africa,Saldanha Bay,Dhamra,Nickel Ore,58912,Newcastlemax,209620,5285,18.5,674.08,0.314,0.386,32.1,39,53.09,33.58,1978264.96,71.06
2024-04-03,USA,Houston,Kamarajar,Manganese Ore,239162,Small Handy,22894,9552,36.0,796.75,0.718,0.054,64.4,32,219.37,44.17,10563785.54,99.16
2024-04-03,Russia,Vostochny,Chennai,Petcoke,103949,Capesize,138768,3987,13.5,637.2,0.547,0.559,37.4,6,130.76,31.61,3285827.89,47.28
2024-04-03,Australia,Dalrymple Bay,Kamarajar,Alumina,209448,Kamsarmax,84139,4837,17.8,475.49,0.667,0.082,68.9,17,337.35,30.07,6298101.36,87.17
2024-04-03,Indonesia,Tanjung Bara,Chennai,Soybean,91919,Handymax,53611,3133,12.5,763.89,0.46,0.069,44.6,1,456.9,28.83,2650024.77,58.12
2024-04-03,Russia,Vostochny,Krishnapatnam,Nickel Ore,27595,Panamax,69997,4166,17.5,486.04,0.47,0.53,41.0,8,53.33,32.43,894905.85,35.78
2024-04-03,Indonesia,Taboneo,Chennai,Iron Ore Pellets,157864,Handymax,59418,3201,13.0,694.13,0.627,0.642,44.1,33,139.7,31.63,4993238.32,94.28
2024-04-03,USA,New Orleans,Krishnapatnam,Limestone,202333,Ultramax,67664,9568,33.5,588.95,0.397,0.657,22.5,4,35.9,42.67,8633549.11,80.7
2024-04-03,Australia,Hay Point,Kakinada,Petcoke,288773,VLOC,301851,4446,16.4,549.48,0.287,0.146,50.5,34,115.3,27.24,7866176.52,125.02
2024-04-03,Australia,Newcastle,Krishnapatnam,Limestone,170196,Post-Panamax,96899,4695,17.6,544.13,0.537,0.136,48.2,22,48.4,31.2,5310115.2,83.04
2024-04-03,Indonesia,Tanjung Bara,Dhamra,Gypsum,287667,Handymax,48336,2660,10.2,682.02,0.253,0.466,33.1,11,40.07,29.37,8448779.79,108.17
2024-04-04,Canada,Quebec,Dhamra,Manganese Ore,148776,Ultramax,67080,10744,45.2,614.07,0.443,0.244,47.9,11,179.3,44.0,6546144.0,58.64
2024-04-04,South Africa,Saldanha Bay,Kamarajar,Bauxite,143636,Ultramax,68723,5731,21.1,457.46,0.386,0.378,15.2,38,44.43,35.0,5027260.0,81.74
2024-04-04,Vietnam,Vung Tau,Kakinada,Alumina,149354,Newcastlemax,190676,2683,10.1,660.09,0.256,0.573,25.4,37,316.9,28.4,4241653.6,91.7
2024-04-04,Indonesia,Taboneo,Paradip,Bauxite,29522,Newcastlemax,195100,2764,9.0,467.73,0.468,0.333,33.4,7,71.18,27.96,825435.12,35.37
2024-04-04,Australia,Newcastle,Kakinada,Wheat,169895,Kamsarmax,77710,4544,15.2,576.33,0.476,0.514,39.1,36,294.44,30.38,5161410.1,100.95
2024-04-04,South Africa,Richards Bay,Dhamra,Fertilizer,105926,Post-Panamax,97353,5063,17.9,652.5,0.511,0.194,49.4,34,272.09,35.45,3755076.7,79.16
2024-04-04,USA,Hampton Roads,Visakhapatnam,Bauxite,146886,Capesize,137307,9574,32.8,602.03,0.47,0.314,22.9,23,43.29,38.5,5655111.0,79.4
2024-04-04,Australia,Dalrymple Bay,Gangavaram,Limestone,255240,Newcastlemax,205655,4410,14.0,486.48,0.426,0.281,49.2,7,27.17,26.32,6717916.8,98.63
2024-04-04,South Africa,Durban,Dhamra,Soybean,41642,Ultramax,61297,5171,21.3,522.53,0.289,0.44,41.6,31,483.43,30.03,1250509.26,61.59
2024-04-04,Indonesia,Taboneo,Paradip,Petcoke,182316,Handymax,49892,2751,10.9,593.76,0.518,0.641,53.4,9,90.24,30.32,5527821.12,74.1
2024-04-04,Canada,Vancouver,Krishnapatnam,Thermal Coal,35086,Ultramax,65650,10275,40.8,501.11,0.476,0.717,37.0,6,70.78,40.1,1406948.6,28.77
2024-04-04,USA,Houston,Visakhapatnam,Petcoke,284455,Post-Panamax,86455,9542,37.1,609.75,0.434,0.733,58.1,3,109.76,41.7,11861773.5,92.08
2024-04-05,Indonesia,Taboneo,Kamarajar,Alumina,78614,Newcastlemax,181992,3438,12.9,782.55,0.436,0.394,44.5,27,257.4,32.61,2563602.54,61.27
2024-04-05,Australia,Dalrymple Bay,Chennai,Nickel Ore,32150,Newcastlemax,187155,4595,16.1,611.97,0.392,0.213,25.1,21,45.23,30.07,966750.5,49.2
2024-04-05,Colombia,Cartagena,Kakinada,Fertilizer,52466,Panamax,77567,9357,36.2,692.43,0.428,0.512,52.9,32,270.64,45.04,2363068.64,55.24
2024-04-05,USA,Hampton Roads,Dhamra,Bauxite,46817,Newcastlemax,194112,9471,36.0,778.91,0.388,0.576,53.1,40,67.82,45.15,2113787.55,59.82
2024-04-05,South Africa,Durban,Visakhapatnam,Gypsum,133532,Panamax,72268,5430,22.4,457.26,0.627,0.194,69.0,1,43.64,34.08,4550770.56,52.07
2024-04-05,Vietnam,Cam Pha,Krishnapatnam,Iron Ore Pellets,87907,Ultramax,62305,2576,10.0,622.29,0.527,0.427,42.0,35,113.92,29.89,2627540.23,65.82
2024-04-05,USA,Houston,Paradip,Sugar,231719,Kamsarmax,81955,9173,36.8,502.34,0.388,0.722,4.0,16,584.02,41.55,9627924.45,87.73
2024-04-05,South Africa,Richards Bay,Gangavaram,Gypsum,250230,Capesize,157656,5400,20.3,597.23,0.323,0.131,15.3,18,23.75,30.45,7619503.5,100.11
2024-04-05,South Africa,Saldanha Bay,Kakinada,Iron Ore,90984,Ultramax,60230,5490,20.0,544.62,0.474,0.485,51.6,19,100.66,32.23,2932414.32,57.24
2024-04-05,Indonesia,Balikpapan,Gangavaram,Coking Coal,19772,Kamsarmax,78601,3148,10.6,705.68,0.496,0.202,54.3,15,123.48,31.5,622818.0,40.68
2024-04-05,Mozambique,Maputo,Dhamra,Nickel Ore,236894,Handysize,29618,4772,17.6,567.95,0.401,0.334,43.7,38,47.54,28.62,6779906.28,124.84
2024-04-06,Canada,Quebec,Dhamra,Wheat,249810,Kamsarmax,84914,10778,39.7,732.79,0.315,0.693,43.6,16,283.81,45.78,11436301.8,82.7
2024-04-06,Indonesia,Taboneo,Dhamra,Iron Ore Pellets,264715,Kamsarmax,80397,2784,9.9,667.1,0.324,0.365,53.0,3,114.81,28.13,7446432.95,97.31
2024-04-06,Brazil,Santos,Dhamra,Corn,135342,Ultramax,60912,8360,29.5,584.35,0.156,0.413,40.4,24,266.42,37.14,5026601.88,70.3
2024-04-06,Brazil,Tubarão,Visakhapatnam,Thermal Coal,33212,Newcastlemax,198920,8608,28.4,771.15,0.524,0.575,26.5,10,90.27,40.06,1330472.72,41.48
2024-04-06,Vietnam,Cam Pha,Gangavaram,Rock Phosphate,73920,Supramax,55207,2387,8.6,698.28,0.371,0.694,27.5,14,144.21,30.1,2224992.0,48.99
2024-04-06,South Africa,Durban,Paradip,Coking Coal,266729,Kamsarmax,83425,4922,16.6,581.66,0.656,0.548,59.4,12,141.84,33.8,9015440.2,94.05
2024-04-06,Russia,Vostochny,Krishnapatnam,Soybean,29549,Capesize,126110,4073,13.0,774.32,0.405,0.286,41.2,7,415.67,31.93,943499.57,38.53
2024-04-06,Vietnam,Cam Pha,Paradip,Nickel Ore,234758,Kamsarmax,80880,2295,9.3,600.71,0.614,0.054,43.2,38,55.42,27.59,6476973.22,107.12
2024-04-06,Colombia,Cartagena,Paradip,Coking Coal,66665,Post-Panamax,96989,9034,37.9,694.81,0.353,0.11,10.4,34,123.57,42.18,2811929.7,75.66
2024-04-07,Mozambique,Maputo,Krishnapatnam,Soybean,291899,Handysize,33943,5408,22.1,616.03,0.533,0.301,71.2,24,370.54,33.93,9904133.07,117.95
2024-04-07,Canada,Quebec,Kakinada,Gypsum,266961,Capesize,148353,10795,39.2,674.39,0.372,0.181,50.9,3,39.92,42.08,11233718.88,92.76
2024-04-07,Vietnam,Cam Pha,Kakinada,Sugar,76255,Ultramax,64212,2674,10.6,526.3,0.282,0.535,22.2,6,464.27,26.42,2014657.1,55.42
2024-04-07,Australia,Hay Point,Paradip,Wheat,288379,Ultramax,65469,4042,13.9,645.91,0.275,0.71,25.2,12,191.59,33.16,9562647.64,95.24
2024-04-07,USA,Houston,Visakhapatnam,Bauxite,142264,Ultramax,69523,9221,35.3,710.81,0.484,0.463,49.7,33,56.62,42.93,6107393.52,88.5
2024-04-07,Indonesia,Balikpapan,Visakhapatnam,Manganese Ore,215735,Post-Panamax,99082,2917,10.3,703.76,0.409,0.604,20.4,24,159.2,30.57,6595018.95,98.61
2024-04-07,Indonesia,Taboneo,Krishnapatnam,Fertilizer,150733,Ultramax,60694,3288,11.0,728.71,0.582,0.38,63.2,8,218.83,34.35,5177678.55,67.98
2024-04-07,Brazil,Itaguai,Krishnapatnam,Coking Coal,279397,Post-Panamax,86593,8733,36.4,780.86,0.455,0.116,44.6,14,124.37,41.0,11455277.0,102.85
2024-04-07,Vietnam,Vung Tau,Gangavaram,Nickel Ore,222004,Post-Panamax,90470,2489,9.7,498.53,0.471,0.541,31.3,32,67.59,26.5,5883106.0,109.02
2024-04-07,Canada,Prince Rupert,Paradip,Thermal Coal,292550,Kamsarmax,77790,9605,38.7,540.92,0.617,0.086,45.2,31,102.68,41.6,12170080.0,128.83
2024-04-08,Indonesia,Taboneo,Kamarajar,Corn,195977,VLOC,334542,3249,10.9,757.85,0.508,0.623,64.5,1,173.75,33.35,6535832.95,68.75
2024-04-08,USA,New Orleans,Krishnapatnam,Soybean,14912,Handysize,39730,9268,35.1,738.8,0.566,0.421,48.5,33,462.7,44.82,668355.84,39.71
2024-04-08,USA,New Orleans,Kamarajar,Corn,159280,Post-Panamax,89632,9567,40.1,792.2,0.631,0.7,49.1,34,241.07,44.87,7146893.6,83.54
2024-04-08,Australia,Newcastle,Dhamra,Petcoke,84918,Handymax,59782,4078,15.6,639.4,0.273,0.102,27.1,29,108.39,27.86,2365815.48,81.37
2024-04-08,Russia,Nakhodka,Gangavaram,Rock Phosphate,227826,Newcastlemax,207831,3555,13.1,695.08,0.327,0.08,24.7,25,119.89,30.63,6978310.38,102.72
2024-04-08,Mozambique,Maputo,Kakinada,Manganese Ore,154130,Capesize,155141,5438,20.1,497.05,0.56,0.322,55.2,34,120.87,31.74,4892086.2,101.7
2024-04-08,USA,New Orleans,Chennai,Iron Ore,217160,Newcastlemax,184434,9647,34.2,659.88,0.723,0.571,74.5,9,117.59,41.28,8964364.8,78.29
2024-04-08,Canada,Vancouver,Kamarajar,Nickel Ore,86865,Handysize,34395,10381,40.5,699.79,0.708,0.711,75.8,30,61.49,51.26,4452699.9,58.49
2024-04-08,Russia,Vostochny,Krishnapatnam,Sugar,140048,Small Handy,22405,3907,17.2,536.92,0.393,0.681,57.3,29,522.99,32.01,4482936.48,65.59
2024-04-08,Australia,Gladstone,Kamarajar,Nickel Ore,146913,Kamsarmax,79852,4430,15.3,509.15,0.62,0.208,55.9,28,52.38,30.63,4499945.19,85.45
2024-04-08,South Africa,Saldanha Bay,Dhamra,Petcoke,196402,Handymax,51636,5463,21.8,540.04,0.322,0.636,31.6,7,80.5,32.85,6451805.7,75.89
2024-04-08,Vietnam,Cam Pha,Kamarajar,Limestone,178949,Post-Panamax,94824,2789,10.2,505.21,0.603,0.336,56.7,4,36.83,27.01,4833412.49,73.84
2024-04-08,USA,New Orleans,Chennai,Limestone,44177,VLOC,267885,9446,34.8,739.9,0.751,0.073,89.7,1,43.02,44.37,1960133.49,37.07
2024-04-08,Mozambique,Beira,Krishnapatnam,Bauxite,297215,Small Handy,12016,5161,22.2,617.57,0.247,0.33,30.3,15,60.74,33.63,9995340.45,104.94
2024-04-08,Canada,Quebec,Dhamra,Rock Phosphate,50553,Newcastlemax,200684,10378,33.3,770.32,0.288,0.749,4.0,7,175.05,43.01,2174284.53,38.12
2024-04-08,Russia,Vostochny,Visakhapatnam,Manganese Ore,56320,Supramax,56183,3682,13.3,558.41,0.472,0.521,51.0,35,185.95,32.18,1812377.6,67.74
2024-04-08,Indonesia,Balikpapan,Gangavaram,Iron Ore Pellets,169305,Supramax,52211,3177,10.9,493.94,0.426,0.682,59.2,37,144.57,30.21,5114704.05,90.93
2024-04-09,Indonesia,Tanjung Bara,Visakhapatnam,Sugar,200553,Post-Panamax,97606,2836,9.8,695.9,0.69,0.611,42.2,5,544.25,31.66,6349507.98,82.37
2024-04-09,Brazil,Tubarão,Dhamra,Alumina,246068,Panamax,69715,8567,31.7,662.79,0.255,0.435,17.7,39,202.73,37.6,9252156.8,117.83
2024-04-09,Australia,Hay Point,Krishnapatnam,Wheat,180127,Kamsarmax,75885,4449,17.3,719.56,0.256,0.529,39.2,34,197.08,32.61,5873941.47,99.75
2024-04-09,Brazil,Itaguai,Paradip,Alumina,271194,Supramax,51235,8201,29.7,703.54,0.318,0.679,26.5,8,258.75,42.5,11525745.0,90.61
2024-04-09,Russia,Nakhodka,Chennai,Sugar,221812,Panamax,79949,3976,16.1,797.42,0.609,0.266,61.6,6,514.87,32.65,7242161.8,84.62
2024-04-09,Australia,Hay Point,Krishnapatnam,Soybean,71168,VLOC,382842,4433,17.9,721.4,0.361,0.161,22.7,26,475.47,29.54,2102302.72,63.4
2024-04-09,Mozambique,Maputo,Krishnapatnam,Wheat,90739,Panamax,74560,5021,18.8,729.65,0.299,0.072,23.0,36,216.57,32.02,2905462.78,71.1
2024-04-09,Colombia,Puerto Bolivar,Kakinada,Rock Phosphate,61689,Handysize,38191,9160,34.4,462.02,0.392,0.257,38.7,32,121.01,38.41,2369474.49,63.61
2024-04-09,Mozambique,Beira,Kakinada,Sugar,79465,Ultramax,68250,4865,16.3,764.22,0.256,0.744,35.2,30,393.16,31.21,2480102.65,61.37
2024-04-09,USA,Hampton Roads,Dhamra,Soybean,144673,Small Handy,19142,9565,36.0,632.9,0.411,0.541,27.0,10,394.51,41.78,6044437.94,63.58
2024-04-09,Australia,Hay Point,Kakinada,Iron Ore Pellets,264073,VLOC,299671,4367,18.1,696.88,0.341,0.535,42.6,32,140.45,32.6,8608779.8,117.09
2024-04-09,USA,New Orleans,Kamarajar,Iron Ore Pellets,82553,Panamax,66959,9243,39.2,553.35,0.522,0.577,65.5,23,157.42,41.43,3420170.79,56.71
2024-04-09,South Africa,Richards Bay,Visakhapatnam,Rock Phosphate,29041,Small Handy,22072,5401,20.3,527.42,0.507,0.549,63.0,24,102.71,35.08,1018758.28,47.38
2024-04-10,Brazil,Itaguai,Krishnapatnam,Gypsum,75004,Ultramax,61689,9069,32.5,625.54,0.335,0.732,8.7,31,33.79,38.59,2894404.36,60.48
2024-04-10,Australia,Port Hedland,Kakinada,Wheat,10368,Small Handy,20616,4586,20.2,495.94,0.521,0.062,45.8,5,277.31,33.24,344632.32,25.28
2024-04-10,Russia,Nakhodka,Gangavaram,Corn,284911,VLOC,312435,3860,14.1,733.64,0.414,0.597,41.9,37,197.51,33.83,9638539.13,121.6
2024-04-10,Mozambique,Beira,Kamarajar,Limestone,206014,Panamax,69667,4956,16.9,477.88,0.611,0.194,46.9,31,38.49,35.11,7233151.54,109.81
2024-04-10,USA,Hampton Roads,Visakhapatnam,Alumina,275420,VLOC,383245,9870,38.7,724.85,0.403,0.559,45.8,8,320.2,41.34,11385862.8,99.5
2024-04-10,Canada,Quebec,Gangavaram,Iron Ore Pellets,126729,VLOC,321293,10534,38.1,779.16,0.467,0.457,31.9,27,120.96,45.22,5730685.38,76.97
2024-04-10,USA,Hampton Roads,Chennai,Nickel Ore,45463,Supramax,56866,9971,39.6,667.71,0.504,0.295,64.5,40,57.92,43.24,1965820.12,57.96
2024-04-10,Indonesia,Balikpapan,Visakhapatnam,Limestone,222947,VLOC,287138,2879,9.8,479.62,0.731,0.218,72.5,21,32.53,28.26,6300482.22,105.03
2024-04-10,USA,Hampton Roads,Visakhapatnam,Corn,139217,Newcastlemax,188095,9729,37.4,546.87,0.46,0.538,61.1,15,260.43,40.96,5702328.32,69.86
2024-04-10,Brazil,Santos,Kakinada,Soybean,213468,Ultramax,69530,8525,31.4,646.78,0.319,0.123,28.0,16,471.9,37.45,7994376.6,88.77
2024-04-10,Brazil,Santos,Krishnapatnam,Manganese Ore,204815,Supramax,60822,8681,31.3,495.76,0.455,0.337,50.8,38,127.52,37.92,7766584.8,106.27
2024-04-11,Colombia,Cartagena,Chennai,Bauxite,257725,Small Handy,25560,9470,38.5,738.33,0.78,0.127,61.8,6,41.09,43.89,11311550.25,87.68
2024-04-11,Brazil,Itaguai,Kamarajar,Rock Phosphate,242717,Small Handy,14103,9059,38.2,768.5,0.558,0.407,53.4,24,130.88,45.96,11155273.32,108.56
2024-04-11,Australia,Dalrymple Bay,Visakhapatnam,Iron Ore,102122,Panamax,68687,4220,17.5,777.51,0.696,0.718,40.9,26,110.87,36.52,3729495.44,62.18
2024-04-11,Australia,Newcastle,Krishnapatnam,Manganese Ore,64651,Capesize,131810,4553,17.2,693.13,0.349,0.223,41.5,6,210.48,30.49,1971208.99,46.76
2024-04-11,South Africa,Durban,Krishnapatnam,Corn,137642,Supramax,53836,5515,21.0,709.08,0.456,0.612,53.4,19,277.27,34.06,4688086.52,69.81
2024-04-11,Colombia,Puerto Bolivar,Dhamra,Iron Ore,59746,Ultramax,64073,9168,35.0,689.36,0.233,0.233,27.0,18,138.67,38.71,2312767.66,53.6
2024-04-11,Brazil,Santos,Gangavaram,Soybean,132987,Supramax,50640,8548,32.8,679.48,0.593,0.395,61.5,8,438.55,42.13,5602742.31,54.16
2024-04-11,Indonesia,Taboneo,Paradip,Iron Ore Pellets,60401,Kamsarmax,79734,2750,10.7,507.91,0.346,0.673,35.5,23,108.63,29.77,1798137.77,49.26
2024-04-11,USA,New Orleans,Kamarajar,Rock Phosphate,205763,Post-Panamax,93139,9462,34.8,597.44,0.462,0.376,41.7,40,101.78,40.85,8405418.55,109.59
2024-04-11,Australia,Port Hedland,Paradip,Iron Ore Pellets,145678,Small Handy,17723,4085,17.4,642.95,0.295,0.132,33.8,37,150.43,29.14,4245056.92,93.01
